objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
TI0001,TI001.jpg,,,Hermosillo Mexico Winter 2025,pauadams,12/25/2025,Photograph from Winter Celebrations in Hermosillo Mexico,family;food;Mexico;Christmas;Winter;2025,"Hermosillo, Mexico",29.0948207,-110.9692202,personal photograph,,Image;StillImage,image/jpg,eng,,
